index,MovieID,Title,MPAA Rating,Budget,Gross,Release Date,Genre,Runtime,Rating,Rating Count,release date_DD,release month_MM
325,326,Fantastic Four,PG-13,100000000,330579719,29-06-2005,Action,106,5.7,300723,29,6
326,327,Fun with Dick and Jane,PG-13,100000000,202026112,21-12-2005,Comedy,90,6.1,126990,21,12
327,328,Mr. & Mrs. Smith,PG-13,110000000,478207520,07-06-2005,Comedy,120,6.7,150380,7,6
328,329,Star Wars: Episode III - Revenge of the Sith,PG-13,113000000,850000000,17-05-2005,Science Fiction,140,7.5,653713,17,5
329,330,War of the Worlds,PG-13,132000000,591739379,28-06-2005,Science Fiction,116,6.5,394088,28,6
330,331,Batman Begins,PG-13,150000000,374218673,10-06-2005,Action,140,8.2,1222163,10,6
331,332,Charlie and the Chocolate Factory,PG,150000000,474968763,13-07-2005,Family,115,6.6,397238,13,7
332,333,Chicken Little,G,150000000,314432665,04-11-2005,Animation,81,5.7,80293,4,11
333,334,Harry Potter and the Goblet of Fire,PG-13,150000000,895921036,05-11-2005,Fantasy,157,7.7,500448,5,11
334,335,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,180000000,748806957,07-12-2005,Fantasy,143,6.9,345525,7,12
335,336,King Kong,PG-13,207000000,550000000,14-12-2005,Adventure,187,7.2,372684,14,12
336,337,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,18000000,261572744,01-11-2006,Comedy,82,7.3,336918,1,11
337,338,The Devil Wears Prada,PG-13,35000000,326551094,30-06-2006,Comedy,109,6.9,346453,30,6
338,339,Scary Movie 4,PG-13,45000000,178262620,13-04-2006,Comedy,83,5,108367,13,4
339,340,The Break-Up,PG-13,52000000,204999686,01-06-2006,Romance,106,5.8,119027,1,6
340,341,The Pursuit of Happyness,PG-13,55000000,307077295,14-12-2006,Drama,117,8,414068,14,12
341,342,Dreamgirls,PG-13,70000000,154937680,25-12-2006,Drama,134,6.5,65268,25,12
342,343,Talladega Nights: The Ballad of Ricky Bobby,PG-13,72500000,162966177,04-08-2006,Comedy,116,6.6,157099,4,8
343,344,Ice Age: The Meltdown,PG,80000000,660940780,23-03-2006,Animation,91,6.8,240160,23,3
344,345,Over the Hedge,PG,80000000,343397247,22-04-2006,Animation,83,6.7,150380,22,4
345,346,Click,PG-13,82500000,237681299,22-06-2006,Comedy,107,6.4,288262,22,6
346,347,The Departed,R,90000000,289847354,05-10-2006,Drama,151,8.5,1101383,5,10
347,348,Happy Feet,PG,100000000,384335608,16-11-2006,Animation,108,6.4,160365,16,11
348,349,Night at the Museum,PG,110000000,574480841,20-10-2006,Family,108,6.4,292901,20,10
349,350,Cars,G,120000000,461983149,08-06-2006,Animation,117,7.1,338715,8,6
350,351,The Da Vinci Code,PG-13,125000000,767820459,17-05-2006,Mystery,149,6.6,378434,17,5
351,352,Mission: Impossible III,PG-13,150000000,397850012,03-05-2006,Adventure,126,6.9,311936,3,5
352,353,Casino Royale,PG-13,150000000,599045960,14-11-2006,Thriller,144,8,546930,14,11
353,354,Pirates of the Caribbean: Dead Man's Chest,PG-13,200000000,1065659812,20-06-2006,Adventure,151,7.3,622392,20,6
354,355,X-Men: The Last Stand,PG-13,210000000,459359555,24-05-2006,Action,104,6.7,461302,24,5
355,356,Superman Returns,PG-13,270000000,391081192,28-06-2006,Action,154,6,262915,28,6
356,357,Juno,PG-13,7500000,231411584,05-12-2007,Comedy,96,7.4,471466,5,12
357,358,Knocked Up,R,30000000,219076518,01-06-2007,Comedy,129,6.9,335994,1,6
358,359,Wild Hogs,PG-13,60000000,253625427,02-03-2007,Comedy,100,5.8,110340,2,3
359,360,300,R,60000000,454161935,09-03-2007,Action,155,8.1,681249,9,3
360,361,Alvin and the Chipmunks,PG,60000000,361366633,13-12-2007,Family,92,5.2,71035,13,12
361,362,The Bourne Ultimatum,PG-13,70000000,442824138,03-08-2007,Action,115,8,584584,3,8
362,363,The Simpsons Movie,PG-13,75000000,527068851,25-07-2007,Comedy,87,7.3,296295,25,7
363,364,Enchanted,PG,85000000,340487652,20-11-2007,Family,107,7,167752,20,11
364,365,American Gangster,R,100000000,266465037,02-11-2007,Crime,157,7.8,372553,2,11
365,366,Live Free or Die Hard,PG-13,110000000,383531464,20-06-2007,Thriller,128,7.1,375083,20,6
366,367,Fantastic 4: Rise of the Silver Surfer,PG,130000000,289047763,13-06-2007,Action,92,5.6,241962,13,6
367,368,National Treasure: Book of Secrets,PG,130000000,457363168,13-12-2007,Mystery,124,6.5,208233,13,12
368,369,Rush Hour 3,PG-13,140000000,258022233,08-08-2007,Comedy,91,6.2,144312,8,8
369,370,Ratatouille,G,150000000,623722818,22-06-2007,Animation,111,8,594171,22,6
370,371,Transformers,PG-13,150000000,709709780,27-06-2007,Action,144,7,575579,27,6
371,372,Harry Potter and the Order of the Phoenix,PG-13,150000000,938212738,28-06-2007,Fantasy,138,7.5,465046,28,6
372,373,I Am Legend,PG-13,150000000,585349010,14-12-2007,Drama,101,7.2,645359,14,12
373,374,Shrek the Third,PG,160000000,798958165,17-05-2007,Animation,93,6,261818,17,5
374,375,Spider-Man 3,PG-13,258000000,890871626,01-05-2007,Action,139,6.2,470900,1,5
375,376,Pirates of the Caribbean: At World's End,PG-13,300000000,961000000,19-05-2007,Adventure,169,7.1,565402,19,5
376,377,Slumdog Millionaire,R,15000000,377910544,12-05-2008,Drama,120,8,758215,12,5
377,378,Gran Torino,R,33000000,269958228,09-12-2008,Drama,116,8.1,681249,9,12
378,379,Twilight,PG-13,37000000,392616625,20-11-2008,Romance,122,5.2,400765,20,11
379,380,Mamma Mia!,PG-13,52000000,609841637,03-07-2008,Romance,108,6.4,198801,3,7
380,381,Marley and Me,PG,60000000,247800000,25-12-2008,Drama,115,4.7,252223,25,12
381,382,Sex and the City,R,65000000,415252786,12-05-2008,Drama,145,5.6,111683,12,5
382,383,Wanted,R,75000000,258270008,19-06-2008,Crime,110,6.7,345360,19,6
383,384,Get Smart,PG-13,80000000,230685453,19-06-2008,Comedy,110,6.5,192963,19,6
384,385,Horton Hears a Who!,G,85000000,297138014,03-03-2008,Animation,88,6.8,123219,3,3
385,386,Kung Fu Panda,PG,130000000,631744560,04-06-2008,Animation,90,7.5,390478,4,6
386,387,Iron Man,PG-13,140000000,585174222,30-04-2008,Action,126,7.9,885440,30,4
387,388,The Incredible Hulk,PG-13,150000000,163712074,12-06-2008,Action,114,6.7,410953,12,6
388,389,Hancock,PG-13,150000000,624029371,01-07-2008,Fantasy,92,6.4,420160,1,7
389,390,Madagascar: Escape 2 Africa,PG,150000000,603900354,30-10-2008,Animation,89,6.6,189290,30,10
390,391,The Curious Case of Benjamin Button,PG-13,150000000,333932083,24-11-2008,Mystery,166,7.8,549809,24,11
391,392,WALL-E,G,180000000,533300000,23-06-2008,Animation,97,7.6,429384,23,6
392,393,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,185000000,786636033,21-05-2008,Adventure,122,6.1,400210,21,5
393,394,The Dark Knight,PG-13,185000000,1004558444,16-07-2008,Action,152,9,2127228,16,7
394,395,Quantum of Solace,PG-13,200000000,586090727,30-10-2008,Action,106,6.6,382597,30,10
395,396,The Chronicles of Narnia: Prince Caspian,PG,225000000,419651413,15-05-2008,Fantasy,150,6.5,182624,15,5
396,397,Taken,PG-13,25000000,226800000,30-01-2009,Thriller,90,7.6,473121,30,1
397,398,Paul Blart: Mall Cop,PG,26000000,183293131,15-01-2009,Comedy,91,5.2,97379,15,1
398,399,The Blind Side,R,29000000,309208309,20-11-2009,Drama,129,7.6,272556,20,11
399,400,The Hangover,R,35000000,459270619,05-06-2009,Comedy,100,7.7,681246,5,6
400,401,The Proposal,PG-13,40000000,317375031,01-06-2009,Romance,108,6.7,277605,1,6
401,402,The Twilight Saga: New Moon,PG-13,50000000,709827462,15-03-2009,Romance,130,4.7,252223,15,3
402,403,Alvin and the Chipmunks: The Squeakquel,PG,75000000,443140005,21-12-2009,Family,88,4.5,40285,21,12
403,404,Fast and Furious,PG-13,85000000,363200000,03-04-2009,Thriller,107,8.8,1888105,3,4
404,405,Ice Age: Dawn of the Dinosaurs,PG,90000000,886686817,29-06-2009,Animation,94,6.9,208859,29,6
405,406,Sherlock Holmes,PG-13,90000000,524028679,23-12-2009,Mystery,128,7.6,556227,23,12
406,407,X-Men Origins: Wolverine,PG-13,150000000,373062864,28-04-2009,Action,107,6.6,445334,28,4
407,408,Star Trek,PG-13,150000000,385680446,06-05-2009,Science Fiction,127,7.9,561041,6,5
408,409,Night at the Museum: Battle of the Smithsonian,PG,150000000,413106170,20-05-2009,Family,105,6,164438,20,5
409,410,Transformers: Revenge of the Fallen,PG-13,150000000,836297228,19-06-2009,Action,150,6,369460,19,6
410,411,Monsters vs Aliens,PG,175000000,381509870,19-03-2009,Animation,94,7.7,374981,19,3
411,412,Up,PG,175000000,735099082,13-05-2009,Animation,96,8.2,867393,13,5
412,413,G.I. Joe: The Rise of Cobra,PG-13,175000000,302469017,04-08-2009,Action,118,5.8,192848,4,8
413,414,2012,PG-13,200000000,769653595,10-10-2009,Adventure,158,4.3,28949,10,10
414,415,Avatar,PG-13,237000000,2787965087,10-12-2009,Adventure,162,7.8,1064378,10,12
415,416,Harry Potter and the Half-Blood Prince,PG,250000000,933959197,07-07-2009,Fantasy,153,7.6,429384,7,7
416,417,The King's Speech,R,15000000,414211549,06-09-2010,Drama,118,8,603556,6,9
417,418,True Grit,PG-13,38000000,252276927,22-12-2010,Western,110,7.6,289841,22,12
418,419,The Karate Kid,PG,40000000,357852395,10-06-2010,Action,140,6.2,149538,10,6
419,420,The Twilight Saga: Eclipse,PG-13,68000000,698491347,23-06-2010,Romance,124,5,215110,23,6
420,421,Despicable Me,PG,69000000,543513985,08-07-2010,Animation,95,7.6,473121,8,7
421,422,Shutter Island,R,80000000,294804195,18-02-2010,Drama,138,8.1,1033626,18,2
422,423,Grown Ups,PG-13,80000000,271430189,24-06-2010,Comedy,102,5.9,214850,24,6
423,424,Little Fockers,PG-13,100000000,310650585,21-12-2010,Comedy,98,5.5,100845,21,12
424,425,Clash of the Titans,PG-13,125000000,493200000,02-04-2010,Thriller,108,5.8,260054,2,4
425,426,Megamind,PG,130000000,321887208,28-10-2010,Animation,95,7.2,212563,28,10
426,427,The Last Airbender,PG,150000000,318502923,30-06-2010,Adventure,103,4.1,139750,30,6
427,428,Inception,PG-13,160000000,825532764,14-07-2010,Action,148,8.8,1888105,14,7
428,429,How to Train Your Dragon,PG,165000000,494878759,05-03-2010,Animation,98,8.1,624128,5,3
429,430,Shrek Forever After,PG,165000000,752600867,16-05-2010,Animation,93,6.3,171513,16,5
430,431,Tron Legacy,PG,170000000,400000000,17-12-2010,Science Fiction,125,6.9,545814,17,12
431,432,Alice in Wonderland,PG,200000000,1025491110,03-03-2010,Fantasy,108,6.4,364339,3,3
432,433,Iron Man 2,PG-13,200000000,623933331,28-04-2010,Action,124,7,675501,28,4
433,434,Toy Story 3,G,200000000,1066969703,16-06-2010,Animation,103,8.3,705408,16,6
434,435,Harry Potter and the Deathly Hallows: Part 1,PG-13,250000000,954305868,17-10-2010,Fantasy,146,7.7,436403,17,10
435,436,Tangled,PG,260000000,591794936,24-11-2010,Animation,100,7.7,374981,24,11
436,437,The Help,PG-13,25000000,124272124,09-08-2011,Drama,146,8.1,399843,9,8
437,438,Bridesmaids,R,32500000,288383523,28-04-2011,Comedy,125,6.8,253501,28,4
438,439,Alvin and the Chipmunks: Chipwrecked,G,75000000,342695435,14-12-2011,Family,87,4.3,28949,14,12
439,440,The Hangover Part II,R,80000000,254455986,25-05-2011,Comedy,102,6.4,440120,25,5
440,441,Rio,G,90000000,484635760,03-04-2011,Animation,96,6.9,194794,3,4
441,442,Rise of the Planet of the Apes,PG-13,93000000,482860185,03-08-2011,Science Fiction,105,7.6,478465,3,8
442,443,The Twilight Saga: Breaking Dawn - Part 1,PG-13,110000000,712171856,15-03-2011,Romance,117,4.9,211592,15,3
443,444,The Smurfs,PG,110000000,563749323,29-07-2011,Animation,103,5.4,78902,29,7
444,445,Fast Five,PG-13,125000000,626137675,20-04-2011,Action,130,7.3,335531,20,4
445,446,Harry Potter and the Deathly Hallows: Part 2,PG-13,125000000,1342000000,07-07-2011,Fantasy,130,8.1,706836,7,7
446,447,Sherlock Holmes: A Game of Shadows,PG-13,125000000,334615000,22-11-2011,Mystery,129,7.5,399957,22,11
447,448,Puss in Boots: The Three Diablos,PG,130000000,555000000,08-12-2011,Animation,130,7.8,727724,8,12
448,449,Captain America: The First Avenger,PG-13,140000000,370569774,22-07-2011,Action,124,6.9,687208,22,7
449,450,Mission: Impossible - Ghost Protocol,PG-13,145000000,694713380,07-12-2011,Thriller,133,7.4,434810,7,12
450,451,Thor,PG-13,150000000,449326618,21-04-2011,Action,115,7,700777,21,4
451,452,Kung Fu Panda 2,PG,150000000,665692281,25-05-2011,Animation,91,7.2,234612,25,5
452,453,Transformers: Dark of the Moon,PG-13,195000000,1123746996,28-06-2011,Action,154,6.2,370672,28,6
453,454,Cars 2,G,200000000,559852396,11-06-2011,Animation,106,6.1,144174,11,6
454,455,Pirates of the Caribbean: On Stranger Tides,PG-13,380000000,1045713802,14-05-2011,Action,136,6.6,455211,14,5
455,456,Taken 2,PG-13,45000000,376141306,27-09-2012,Thriller,91,6.2,276940,27,9
456,457,Ted,R,50000000,549368315,29-06-2012,Comedy,106,6.9,545814,29,6
457,458,Les Miserables,PG-13,61000000,441800000,05-12-2012,Drama,158,7.5,527284,5,12
458,459,Lincoln,PG-13,65000000,275293450,09-11-2012,History,149,7.3,232227,9,11
459,460,The Lorax,PG,70000000,348840316,01-03-2012,Animation,86,6.4,91777,1,3
460,461,The Hunger Games,PG-13,75000000,691210692,12-03-2012,Adventure,142,7.2,805367,12,3
461,462,Hotel Transylvania,PG,85000000,358375603,20-09-2012,Animation,91,7.1,208916,20,9
462,463,Ice Age: Continental Drift,PG,95000000,877244782,26-06-2012,Animation,88,6.6,179430,26,6
463,464,Django Unchained,R,100000000,425368238,25-12-2012,Western,165,8.4,1246157,25,12
464,465,The Twilight Saga: Breaking Dawn - Part 2,PG-13,120000000,829000000,13-11-2012,Romance,115,5.5,218357,13,11
465,466,Madagascar 3: Europe's Most Wanted,PG,145000000,746921274,06-06-2012,Animation,93,6.8,150894,6,6
466,467,Wreck-It Ralph,PG,165000000,471222889,01-11-2012,Animation,108,7.7,354202,1,11
467,468,Snow White and the Huntsman,PG-13,170000000,396600000,30-05-2012,Fantasy,127,6.1,262152,30,5
468,469,Brave,PG,185000000,538983207,21-06-2012,Animation,93,7.1,346490,21,6
469,470,Skyfall,PG-13,200000000,1108561013,25-10-2012,Action,143,7.7,599462,25,10
470,471,The Amazing Spider-Man,PG-13,215000000,752215857,27-06-2012,Action,136,6.9,534526,27,6
471,472,The Avengers,PG-13,220000000,1519557910,25-04-2012,Action,143,8,1205002,25,4
472,473,Men in Black 3,PG-13,225000000,624026776,23-05-2012,Action,106,6.8,317807,23,5
473,474,The Dark Knight Rises,PG-13,250000000,1084939099,16-07-2012,Action,165,8.4,1418253,16,7
474,475,The Hobbit: An Unexpected Journey,PG-13,250000000,1021103568,26-11-2012,Fantasy,169,7.8,727724,26,11
475,476,The Conjuring,R,13000000,318000141,18-07-2013,Horror,112,7.5,410378,18,7
476,477,Identity Thief,R,35000000,173965010,07-02-2013,Comedy,111,5.7,117864,7,2
477,478,We're The Millers,R,37000000,270000000,03-08-2013,Comedy,110,7.7,685903,3,8
478,479,American Hustle,R,40000000,251171807,12-12-2013,Crime,138,7.2,424472,12,12
479,480,The Heat,R,43000000,158674180,27-06-2013,Comedy,117,6.6,155514,27,6
480,481,Despicable Me 2,PG,76000000,970761885,25-06-2013,Animation,98,7.4,350582,25,6
481,482,The Great Gatsby,PG-13,105000000,351040419,10-05-2013,Drama,143,7.3,442728,10,5
482,483,Gravity,PG-13,105000000,716392705,27-09-2013,Science Fiction,91,7.7,724258,27,9
483,484,The Hunger Games: Catching Fire,PG-13,130000000,847423452,15-11-2013,Adventure,146,7.5,583523,15,11
484,485,The Croods,PG,135000000,585178928,20-03-2013,Animation,98,7.2,180043,20,3
485,486,Frozen,PG,150000000,1274219009,27-11-2013,Animation,102,7.5,527284,27,11
486,487,Fast & Furious 6,PG-13,160000000,788679850,06-05-2013,Action,130,,527284,6,5
487,488,Thor: The Dark World,PG-13,170000000,644571402,29-10-2013,Action,112,6.9,556094,29,10
488,489,Star Trek Into Darkness,PG-13,190000000,467365246,05-05-2013,Science Fiction,132,7.7,449458,5,5
489,490,Oz: The Great and Powerful,PG,200000000,491868548,07-03-2013,Drama,130,,,7,3
490,491,Iron Man 3,PG-13,200000000,1215439994,18-04-2013,Action,130,7.2,710052,18,4
491,492,World War Z,PG-13,200000000,531865000,20-06-2013,Science Fiction,116,7,564082,20,6
492,493,Monsters University,G,200000000,743559607,20-06-2013,Animation,104,7.3,299133,20,6
493,494,Man of Steel,PG-13,225000000,662845518,12-06-2013,Action,143,7.1,657937,12,6
494,495,The Hobbit: The Desolation of Smaug,PG-13,250000000,958400000,11-12-2013,Fantasy,161,7.8,573246,11,12
495,496,Neighbors,R,18000000,268157400,08-05-2014,Comedy,96,6.3,270504,8,5
496,497,22 Jump Street,R,50000000,188441614,05-06-2014,Comedy,112,7,325958,5,6
497,498,American Sniper,R,58800000,542307423,11-12-2014,War,133,7.3,409597,11,12
498,499,The Lego Movie,PG,60000000,469160692,06-02-2014,Animation,100,7.8,309295,6,2
499,500,Gone Girl,R,61000000,369330363,01-10-2014,Thriller,145,8.1,782252,1,10
500,501,Divergent,PG-13,85000000,288747895,14-03-2014,Action,139,6.7,405233,14,3
501,502,Teenage Mutant Ninja Turtles,PG-13,125000000,477200000,07-08-2014,Action,101,5.8,194073,7,8
502,503,The Hunger Games: Mockingjay - Part 1,PG-13,125000000,752100229,18-11-2014,Adventure,123,6.6,386742,18,11
503,504,How to Train Your Dragon 2,PG,145000000,609123048,12-06-2014,Animation,102,7.8,285394,12,6
504,505,Godzilla,PG-13,160000000,529076069,14-05-2014,Thriller,123,6.4,359438,14,5
505,506,Big Hero 6,PG,165000000,652105443,24-10-2014,Animation,102,7.8,380953,24,10
506,507,Interstellar,PG-13,165000000,675120017,05-11-2014,Science Fiction,169,8.6,1343549,5,11
507,508,Captain America: The Winter Soldier,PG-13,170000000,714766572,20-03-2014,Action,136,7.7,685903,20,3
508,509,Dawn of the Planet of the Apes,PG-13,170000000,710644566,26-06-2014,Science Fiction,130,7.6,395425,26,6
509,510,Guardians of the Galaxy,PG-13,170000000,773328629,30-07-2014,Action,121,8,978222,30,7
